question_id,title,content,category,created_at,views,likes,is_resolved
215,Sint quam vero ad eum.?,"Illum odit eius dicta nostrum. Voluptas occaecati veritatis quod.
Eum aut hic voluptatibus minima sunt quaerat. Hic voluptate natus amet ex ab corporis.
Facilis mollitia nesciunt illum amet vitae. Ex dignissimos similique dolores esse. Quia iste architecto voluptate totam.
Dolorem iste sit. A molestiae ex dolores nesciunt facilis sapiente.
Consequatur assumenda consectetur. Illo distinctio vitae vel.",기술,2024-10-15 18:11:41.983325,146,76,True
216,Dolores porro quas ipsum nobis nostrum.?,"Quisquam consequuntur inventore debitis nihil. Neque unde possimus porro.
Ea quia perspiciatis culpa. Cupiditate soluta voluptas voluptas id.
Repudiandae non aliquam minus voluptatum error.
Distinctio tempora sunt minima voluptatum quis totam numquam.
Quod aspernatur omnis numquam.
Corrupti ut delectus facilis. Occaecati blanditiis recusandae quia qui eaque optio. Minima fugiat explicabo perspiciatis.",기타,2024-09-04 14:13:09.331127,449,15,False
217,Labore sed dolore ut veniam ut id sint praesentium.?,"Porro quae autem eaque quo dolorem iste iste. Facilis eos dolorum exercitationem ut quos. Error expedita ab.
Deserunt non iure eius in. Provident ipsam aspernatur placeat facere laboriosam consequuntur. Aliquam veritatis consequatur illo dolorum reprehenderit iste. Ullam minima molestias itaque veritatis iure.
Hic quaerat rem accusantium incidunt vel. In ab vitae amet quae nisi. A incidunt laborum id rem.
Distinctio quis eveniet vitae. Atque explicabo a doloribus voluptas sed.",기술,2024-12-16 15:48:07.923073,726,27,True
218,Beatae culpa sint voluptates excepturi architecto ullam reiciendis voluptates.?,"Quidem temporibus quos dolor quos iure. Libero maiores soluta itaque. Deserunt a eum consequatur in consectetur sit recusandae.
Nisi temporibus veritatis. Molestiae quasi illum ad.
Aperiam natus aperiam modi adipisci. Illo dolores repudiandae perspiciatis odit eos laboriosam. Exercitationem numquam minima expedita nam ea.
Odio esse aspernatur vero totam temporibus. Nobis illum cum officiis vero illum.
Assumenda nostrum sunt. Quod aut error magni nobis adipisci eius. Assumenda aliquid sunt modi.",생활,2025-01-18 08:01:45.635829,373,53,True
219,Architecto aspernatur consectetur dolor reprehenderit.?,"Impedit nemo adipisci quibusdam. Veritatis autem soluta praesentium nemo eaque necessitatibus. Consequatur eligendi similique harum velit corporis repellat.
Consequuntur sapiente nam non laudantium molestiae.
Suscipit itaque sapiente quasi eaque. Nostrum inventore perferendis dolore. Porro quo tenetur nesciunt mollitia eum quis commodi.
Vero cupiditate placeat nulla. Ad perferendis commodi tenetur excepturi adipisci ipsa.",생활,2024-09-18 14:02:34.803565,304,4,False
220,Magnam molestiae cum doloribus consequuntur.?,"Dolorem qui labore. Cum sed molestias nemo saepe alias aspernatur quod. Dicta numquam sit voluptatum neque. Aperiam deserunt tempora.
Hic dolorem dolorum voluptate hic animi delectus rerum. Quae voluptates ullam esse tempora maiores.
Fugiat rerum rerum. Veniam ad facere nostrum architecto numquam ipsam.
Omnis a temporibus natus distinctio accusantium. Quod voluptatibus cupiditate voluptatem earum eos iure.
Adipisci sequi maiores qui animi voluptates corrupti.",취업,2025-04-15 16:24:02.145266,561,37,True
221,Veniam nobis incidunt quisquam nesciunt enim.?,"Aliquid animi commodi unde pariatur consectetur voluptate. Voluptatum perferendis excepturi rem voluptate.
Et hic debitis explicabo possimus. Deleniti voluptatum quo dolore unde vero. Voluptatum accusantium soluta impedit soluta sed accusantium.
Eum distinctio ullam animi nesciunt vero atque. Aliquam vitae sed enim.
Hic eum culpa a architecto distinctio earum pariatur. Provident vitae placeat rerum quasi nemo doloremque. Quam optio distinctio quam eius harum ea.",기타,2024-07-07 17:48:52.004368,831,23,False
222,Aspernatur eius totam eveniet id ipsum.?,"Accusamus maiores officia. Nemo blanditiis ratione excepturi provident. Repudiandae voluptatum repellat et.
Voluptatem sed saepe earum libero doloribus explicabo. Expedita maiores omnis corporis alias.
Doloremque molestiae libero qui esse dolores. Earum dolore nemo quia voluptatem velit.
Quidem enim minus officiis beatae. Corporis consectetur dignissimos nisi. Nihil sequi distinctio quasi.",건강,2025-01-19 11:03:01.654724,236,55,True
223,Architecto a quia recusandae quia quia magnam commodi iste rem.?,"Facilis sed quidem quisquam illum deserunt aut. Aperiam quibusdam esse delectus.
Neque vero quo beatae. Perferendis id corporis alias.
Omnis molestias earum ipsam nihil aliquid praesentium ut. Quaerat recusandae cupiditate delectus. Suscipit quaerat hic sunt aspernatur provident. Ab quaerat accusamus architecto iste.
Ad dicta sit occaecati eum accusamus. Laboriosam distinctio eaque illum impedit fuga suscipit. Dolorem sequi quam nulla iusto possimus similique.",취업,2024-09-14 11:14:44.183801,487,98,True
224,Minima natus voluptatibus quos voluptates quo saepe quaerat ex culpa maxime.?,"Illo iusto atque autem quos a. Dolorem velit neque perspiciatis perspiciatis.
Neque quos inventore voluptatum possimus delectus perspiciatis aliquid. Minus excepturi modi recusandae ex veniam. Facilis sequi reiciendis nostrum repellat labore nihil itaque.
Sunt perspiciatis sint modi quasi ullam. Delectus dolores consequuntur mollitia consectetur ipsam sapiente. Laborum corrupti quod non.",기술,2025-03-18 21:19:37.046933,136,4,True
225,Debitis ipsum quas eius sit voluptatem pariatur voluptas delectus quo.?,"Dolorum consequatur hic aliquam aperiam iure illum. Ipsum deserunt esse autem nam deleniti nisi. Laboriosam laboriosam provident odio architecto sint neque et. Cumque aliquam perspiciatis earum vitae.
Dolores praesentium ullam tenetur rem tempora ducimus. Praesentium aliquam dolorum nesciunt ipsum a.
Omnis consequatur mollitia temporibus officiis non occaecati. Nostrum molestias numquam laboriosam.
Totam magni atque sequi accusamus quidem dolor. Nulla ducimus vitae minima.",기타,2024-12-19 00:46:49.078066,473,99,True
226,Non ab placeat sed quod quasi voluptatum ad ab ullam.?,"Veniam quam officia dolores. Eum accusantium nulla non quasi.
Hic quae aliquid suscipit aperiam. Necessitatibus consequuntur quod reprehenderit veniam voluptatibus ullam.
Asperiores laboriosam quas est accusantium necessitatibus aut. Fugiat qui vitae in facilis. Quibusdam earum sunt.
Quam recusandae quod. Nihil error libero aut tempore recusandae eos nulla. Sit magnam nihil dignissimos.",취업,2025-02-13 12:36:24.276922,838,50,False
227,Fugiat ipsum harum officia cupiditate dolorum deleniti alias autem pariatur.?,"Quas ullam numquam magnam. Optio voluptatem vero neque architecto repellat suscipit.
Magnam necessitatibus maxime porro unde. Doloribus corrupti ratione possimus quas qui perferendis.
Commodi vero iure tempora cumque. Animi quibusdam vitae tempore soluta. Nulla eum accusantium expedita sed repellat.
Facere nesciunt illo reprehenderit doloremque. Id ab a inventore praesentium impedit.
Quidem est aperiam voluptatem. Tenetur neque excepturi modi ducimus veniam.",생활,2024-12-05 07:45:42.274126,242,56,False
228,Quo consectetur laudantium ipsum rerum sunt.?,"Dolorum minus repellat voluptates. Quos neque corporis esse alias. Corporis officiis in ipsa esse.
Tempore corporis commodi quia error.
Ratione quisquam pariatur quia tempora fugit. Accusantium labore repudiandae. Assumenda sed iure vel exercitationem aut.
Harum perspiciatis est quasi animi fugit sunt. Unde molestiae architecto. Assumenda deserunt harum nulla quas dolore.",기술,2024-12-02 09:57:13.485465,104,4,True
229,Labore ex tenetur a id maiores dicta.?,"Voluptates nisi corporis nesciunt facilis facere. Eveniet perspiciatis suscipit sit quae. Blanditiis ratione perferendis alias.
Minima mollitia mollitia quidem assumenda. Aspernatur numquam ex tempore consequatur doloremque reprehenderit praesentium.
Qui sed eveniet rem adipisci. Quidem sequi ducimus non cupiditate dolorum voluptatum.
Veniam aliquam enim fugit neque eveniet. Ut dolor blanditiis libero dolor.",취업,2024-06-09 13:17:20.537519,542,37,True
230,Occaecati excepturi quidem assumenda neque odio neque nesciunt at.?,"Aspernatur enim cum nihil repellat voluptas nulla. Deleniti vel quae rem a eligendi excepturi. Ullam tempore itaque consequuntur consequuntur cum aut.
Aliquam officiis rem tempore. Officia facere ipsam quo.
Totam dicta eaque consequatur. Impedit dolor quasi architecto illo labore. Optio ipsa omnis incidunt harum culpa voluptatum.
Aliquid voluptates commodi. Beatae modi quam tempore fuga.",취업,2024-11-21 02:45:26.377524,278,28,True
231,A corrupti quia unde quos ullam inventore.?,"Autem debitis nisi amet consequuntur. Ab eligendi repellat sed deserunt neque quis.
Velit temporibus id sunt voluptatem sed beatae. Quod quasi fugiat eum ad. Rerum praesentium vel dolore delectus odio optio corrupti.
Nesciunt perspiciatis perferendis porro dicta accusamus. Repudiandae atque soluta illum error ut.
Fuga consequatur beatae voluptas dolores eos. Nihil reprehenderit placeat veniam sapiente. Eos autem sapiente itaque quia dicta incidunt tenetur.",학습,2024-07-09 00:47:43.722773,339,90,True
232,Recusandae libero earum consequatur tenetur porro tenetur provident.?,"Culpa a quia distinctio laborum veniam. Recusandae corrupti doloremque accusamus iusto ut et est. Ad totam consectetur similique.
Sed doloremque officia. Fugiat ipsum nobis quo.
Praesentium ipsam voluptates consequatur eius alias eveniet. Pariatur ducimus similique. Iusto sed fugit cupiditate.
Quaerat reiciendis dignissimos. Nam nihil ex. Eos delectus eum voluptatum magnam perferendis.
Repellendus ex exercitationem nisi. Dolor aut voluptatem alias. Laborum iste vel.",건강,2024-06-03 16:24:50.850333,471,47,False
233,Maiores debitis optio veniam voluptatum.?,"Ipsam accusantium ipsa laboriosam. Dicta amet non et iure.
Autem hic blanditiis tempore hic repellendus sed. Similique magni perspiciatis alias. Reiciendis consequatur eius neque dicta perferendis ullam eligendi.
Accusamus doloremque autem dolorum ratione. Deserunt alias quas distinctio perferendis. Error molestias assumenda voluptas harum ducimus. Repellendus enim quia ex culpa.
Praesentium totam placeat corporis eos sapiente.",생활,2024-07-30 22:10:44.104224,98,9,False
234,Eaque aliquid voluptates dolore culpa eum laudantium esse illum sapiente.?,"Consectetur ipsa nostrum at aspernatur fugit. Natus officia laudantium ut.
Ducimus eligendi possimus nostrum. Iure earum modi atque temporibus dignissimos. Quas possimus quibusdam ex libero ullam. Numquam doloribus exercitationem itaque quas exercitationem iure odio.
Voluptatum eaque dolore facilis. Voluptas doloribus adipisci iusto. Delectus dolores quidem.
Temporibus harum eum impedit provident voluptatibus. Quos fugit vitae voluptatem aspernatur. Corrupti ipsa voluptatum iusto.",취업,2024-07-26 06:15:49.468557,727,6,True
235,Praesentium odio ipsa deserunt natus labore quae facere at quibusdam.?,"Perferendis ex laboriosam. Tempora unde aliquid adipisci vel. Commodi ea soluta tempora.
Quam officiis dignissimos saepe officiis voluptate voluptates.
Iusto ab incidunt repellendus voluptatibus dolorem dolorum.
Molestias quod voluptates iste illo illum. Modi veniam nihil rerum in dignissimos ut alias.
Quasi atque dolorem officiis ducimus.
Magni reprehenderit harum nesciunt autem. Consequuntur blanditiis nam voluptates. Consequuntur sapiente facilis fugit.
Explicabo cumque perferendis.",기타,2024-10-22 06:49:05.855633,417,71,True
236,Vero aliquid veritatis nostrum fuga consequuntur sapiente minus cumque.?,"Dolorem occaecati eum similique doloribus recusandae iste. Qui dignissimos est temporibus. Hic quas quam earum. Voluptatum dolores itaque ad ipsum eius.
Atque doloremque sunt laudantium repudiandae provident. Sequi beatae autem. Aspernatur occaecati earum veniam. Eum placeat labore quasi pariatur ratione labore maiores.
Fugit accusantium provident facilis. Molestias aperiam omnis eveniet sint nesciunt. Expedita commodi facere id ipsam sunt.",건강,2025-02-23 03:04:44.731177,260,46,True
237,Error atque quisquam voluptatem suscipit repudiandae doloribus quas.?,"Fugiat ex debitis sit. Quasi in voluptate.
Optio necessitatibus unde ea. Corporis ullam sint incidunt. Repellat explicabo fugit commodi hic id rerum.
Cumque aperiam unde labore ipsum. Nisi dolores a aliquam autem officia illum commodi.
Aspernatur sit ab eum explicabo. Dignissimos dicta id odit fuga aliquid sed. Quas voluptatibus dolorem cum alias maxime.
Odit dolore vel voluptates corrupti corporis. Animi nobis ab repellendus iusto occaecati.
Quo laboriosam dolorum sed.",기술,2025-01-13 01:27:15.664034,51,55,True
238,Minima dolor voluptas odio eveniet quos corporis ducimus et.?,"Doloremque deleniti nihil alias aspernatur. Suscipit natus hic. Autem iusto vel nam.
Iste et tempore tempore officiis modi.
Sint corrupti perferendis animi hic vitae aliquam.
Adipisci itaque ullam dignissimos rem doloribus consequatur facilis. Quod eum libero totam.
Cumque officiis pariatur eligendi optio enim alias voluptas. Eos at quibusdam eius placeat eos. Magni id nemo laudantium debitis omnis minus.",기술,2025-03-09 17:36:44.655749,196,22,False
239,Ipsam porro ratione dicta placeat itaque odio iure.?,"Fuga ullam dolorem deleniti debitis enim. Corrupti amet consequuntur illo quam suscipit.
Excepturi modi velit aperiam itaque ducimus.
Voluptas fugiat tenetur sunt. Suscipit quasi quis eligendi saepe dicta.
Provident voluptatum voluptas nobis eum. Tempore ipsum officiis sed in velit.
Ratione sapiente labore vero. Placeat vitae atque quisquam optio. Nulla id ea perspiciatis autem animi.",학습,2024-12-31 16:45:57.009795,970,6,False
240,Tempora veniam dolore ipsam veniam impedit accusantium explicabo.?,"Aliquam id ipsa. Sequi voluptatem veritatis voluptatem. Ea praesentium inventore.
Maxime fuga hic dignissimos. Dolores culpa incidunt consectetur.
Ratione non porro pariatur. Maxime doloribus ipsa adipisci.
Perferendis vero ipsa accusantium aliquid saepe. Doloribus sunt eius sapiente illo. Corporis eaque in.
Iure perspiciatis deleniti adipisci. Assumenda perspiciatis necessitatibus praesentium reiciendis neque in omnis. Aspernatur error dolorum sint repellendus earum est odit.",건강,2024-08-28 06:06:53.854009,614,82,True
241,Repellat debitis atque eius voluptate rem nulla aut accusamus.?,"Corrupti eos qui. Id modi odio optio voluptatibus.
Rerum aperiam necessitatibus aut nostrum tenetur. Totam id delectus aut omnis accusamus.
Numquam officiis ea libero hic. Tenetur quam nemo ad.
Possimus dolorum laborum dolorem libero odit. Ducimus quibusdam sapiente ipsa et. Culpa et soluta quis doloribus libero.
Rerum in assumenda eligendi repudiandae. Nulla rem aliquid eligendi consequatur fuga. Amet iusto vitae dolore dolorem unde repellat.",취업,2025-02-01 07:21:21.187953,249,32,True
242,Tempora unde mollitia sint inventore fuga possimus velit.?,"Occaecati amet modi id eius. Reprehenderit saepe repudiandae illo asperiores cum impedit cum.
Doloribus assumenda saepe assumenda. Iusto optio non nam repellat.
Molestiae iste iusto perspiciatis aliquid nulla. Distinctio recusandae recusandae ipsum in iste est. Tempore illo ratione pariatur.
Vero eius necessitatibus in ut excepturi soluta. Quibusdam odit delectus natus rem ipsa.",생활,2024-08-23 17:32:55.480275,247,34,False
243,Tempora sunt illum repellendus nisi quibusdam repellat aliquid.?,"Quis praesentium dignissimos optio deserunt dignissimos. Itaque quo ex amet pariatur velit.
Aliquid ut fuga commodi nisi hic. Nihil saepe occaecati soluta ad sit dignissimos blanditiis. Ad suscipit repudiandae exercitationem.
Est maxime autem eos. At laborum ut velit. Autem ex itaque itaque animi vero blanditiis facilis.
Adipisci eaque enim fugit. Expedita numquam eius eius consectetur quasi ullam. Tempore odio dolor exercitationem tenetur.",기술,2025-04-18 15:49:51.442843,735,63,True
244,Nesciunt quasi nostrum tenetur quis deserunt sed sapiente sapiente nesciunt.?,"Voluptas ab numquam in laboriosam. Autem dolorem et incidunt ipsam nesciunt. Vero ut quo ex illo.
Ab repudiandae ipsam commodi quam dolor aspernatur. Odit repellendus animi at. Eveniet quia a error provident accusamus autem.
Ullam cumque itaque nulla quam. Doloribus maxime ex beatae omnis itaque ad. Magni vero dolorum eum.
Atque quod voluptatum minus tempore perspiciatis placeat. Ut eaque totam est quae vitae provident. Earum aspernatur corporis nisi eaque facilis.",기술,2024-06-04 06:26:24.725815,744,94,False
245,Dicta error similique quibusdam ipsam neque asperiores distinctio commodi sapiente.?,"Harum tempora quos. Beatae mollitia autem cumque dolorum quas eveniet.
Corporis officia facilis praesentium quasi nam eos. Cum unde velit dolore rem dignissimos.
Necessitatibus corporis fugit. Reiciendis consequuntur cum ad at ipsum vel.
Ad laboriosam hic ad quos. Laudantium minima rem unde excepturi. Incidunt laudantium architecto nisi.
Facere praesentium harum odit voluptate. Nostrum praesentium amet iusto cupiditate autem.",학습,2024-12-23 09:39:44.789164,507,52,False
246,Eius reprehenderit quisquam animi nemo ut iusto adipisci voluptatibus quam.?,"Dolore consectetur nesciunt. Sequi nulla nemo molestias ratione iure officia. Quod doloribus qui sapiente maiores ex.
Praesentium veritatis sit expedita architecto vitae. Necessitatibus aperiam quod amet ducimus. Cumque tempora velit ab consequuntur ut maxime.
Perferendis quibusdam impedit nam distinctio sunt. Ab tempore suscipit corrupti neque amet. Praesentium assumenda fugiat expedita ipsam. Aliquam temporibus dolore dicta deleniti rerum odit illum.",기타,2025-02-01 00:57:07.094949,327,44,True
247,Rerum cumque quasi cupiditate consequatur.?,"Doloremque tempora doloribus autem nesciunt dignissimos vitae. Doloribus magni accusamus quis et itaque repellat. Cum voluptatum officiis recusandae officiis voluptas quos.
Illum dolore perferendis voluptatum iure. Molestiae maiores officia saepe consequuntur in. Aut aperiam quas eaque quidem illo distinctio. Tempora quibusdam porro delectus perferendis voluptatibus esse.
Temporibus suscipit iusto cumque. Molestiae unde non aliquid adipisci natus.",생활,2024-08-31 08:20:56.175001,159,63,False
248,Placeat architecto at numquam atque.?,"Iste culpa adipisci minima labore tempore facere nulla. Nihil facilis est impedit totam eum neque.
Voluptas voluptate maxime occaecati. Vitae asperiores repudiandae aperiam vel.
Maxime blanditiis sed. Mollitia labore explicabo hic hic laborum. Unde neque aliquid dolorem sit eaque.
Sit ipsa consequatur ullam quaerat maxime. Facilis consectetur fuga odit quaerat earum. Qui amet deserunt tempore provident quaerat. Ipsam voluptatum minima ab accusamus.",기타,2024-06-09 12:31:28.658480,14,15,False
249,Enim modi vero harum nostrum corrupti excepturi.?,"Aperiam quisquam modi dolorum modi consectetur optio quia. Cumque deleniti repellat nobis fugit quam praesentium.
Aut aliquid maxime. Quia accusamus sequi excepturi.
Alias iure nisi iusto nobis modi. Voluptatibus odio impedit culpa autem.
Praesentium maiores ducimus maxime. Ad fugiat molestias laborum illum nam.
Doloribus provident eaque quae harum quisquam dolorem. Laboriosam enim possimus. Sapiente consequatur optio inventore officiis architecto.",생활,2025-01-02 09:35:43.161757,731,86,True
250,Facilis reprehenderit corrupti excepturi inventore sequi molestias modi numquam.?,"Accusantium animi impedit ad officiis rerum ratione. Autem ipsum enim iusto provident. Qui quas vel harum porro deleniti suscipit.
Ratione modi totam consectetur vero quisquam error sequi. Soluta laborum a amet iure inventore. Quod asperiores quia placeat velit.
Esse ipsa rem ea itaque dolorum. Impedit in maxime facilis soluta doloribus. Suscipit at porro veniam cumque.
A fugiat culpa reiciendis molestiae qui aperiam dolore.",기술,2025-01-17 14:46:54.155444,842,66,False
251,Perspiciatis cupiditate commodi est distinctio.?,"Optio mollitia voluptas sequi nemo. Consequuntur ratione odit molestias eos est perspiciatis.
Repudiandae debitis minus fugiat reprehenderit ratione tempore. Necessitatibus suscipit error perspiciatis earum id sit ex.
Beatae id ducimus. Repudiandae sequi unde itaque. Distinctio magni qui excepturi.
Nemo libero facilis magnam occaecati. Quisquam necessitatibus asperiores quasi consequuntur fugit.",기타,2025-03-09 23:38:13.567043,553,64,True
252,Veniam esse rem dolorum at doloremque magnam id laborum cupiditate.?,"Ea soluta ratione. Ratione voluptate veritatis.
Eos repellendus rerum sapiente. Nisi distinctio doloremque doloribus quisquam.
Rem distinctio inventore corporis. Hic corrupti minima odit facere voluptatem illo provident. Molestias officiis cum consequatur.
Hic sapiente facilis possimus. Vero omnis pariatur fuga natus.
Alias possimus officia modi modi impedit sunt. Sed enim pariatur tenetur rerum facere.",생활,2025-05-13 04:48:21.328553,396,11,True
253,Laborum aspernatur placeat qui quibusdam reprehenderit voluptatem soluta debitis.?,"Nisi similique distinctio. Cupiditate occaecati nisi hic.
Aliquid reiciendis ad dolores qui ipsum expedita. Labore facere iure id provident maxime ullam.
Eveniet perspiciatis neque odio nulla maiores asperiores.
Consequuntur velit eos fugiat. Ullam aut nulla beatae occaecati totam ipsa.
Eos esse sequi libero id. Commodi atque doloremque nisi aut tempore itaque occaecati.
Ea unde reiciendis voluptates architecto eius. Tempore error ea illo ab ut. Doloremque quas delectus hic quae.",학습,2025-05-07 10:08:52.919186,997,90,False
254,Modi repudiandae accusantium ratione sed praesentium.?,"Magnam iusto nostrum labore harum laboriosam. Quos corrupti neque. Nihil dolore quidem in adipisci eligendi. Ipsa vel expedita nam atque ad praesentium.
Quam neque excepturi adipisci doloremque nesciunt labore. Sunt sequi in pariatur.
Odio cum occaecati. Distinctio atque repudiandae.
Veritatis cum vero eum. Quod omnis temporibus sapiente.
Sed tempore soluta totam consequuntur recusandae voluptatum. Repellat eveniet sunt rem facere.
Nam laboriosam asperiores necessitatibus.",학습,2024-12-07 03:48:55.169546,641,2,True
255,A animi aspernatur accusamus adipisci nobis unde voluptatem.?,"Quidem vitae quae. Veniam exercitationem dolore optio voluptatum sit. Non alias architecto quasi repellendus.
Perspiciatis aliquid dolorem voluptatibus dolore nulla. Nulla ratione harum labore quos quae at. Sit in odio consequatur omnis optio dignissimos cumque.
Cum excepturi voluptatem tenetur. Eos facere quasi est. Minima exercitationem earum. Nesciunt voluptates velit vitae doloremque sed.",기술,2025-05-18 19:58:20.252657,556,40,True
256,Sapiente consequatur non natus itaque iure vero.?,"Corporis cum debitis atque blanditiis rem tempora. Molestias quibusdam voluptas porro placeat quod. Beatae ipsum debitis veritatis accusamus.
Quas deserunt doloribus harum optio quo laudantium. Beatae nulla dolorum sunt illo quidem velit. Beatae fuga culpa doloribus ex.
Illo excepturi eos quidem tempora. Hic illo quia porro sunt dolor ut.
Quam eos adipisci sint.",기타,2024-08-11 23:35:39.502281,520,25,True
257,Eius culpa nostrum a eveniet occaecati consequuntur eaque vitae.?,"Modi harum modi perspiciatis. Dolore earum sed vitae totam.
Aperiam ut unde expedita beatae sapiente.
Ea dolorem voluptatem. Deleniti inventore architecto. Eius quaerat reiciendis consectetur itaque id earum.
Perspiciatis doloremque consequuntur quis dignissimos tempora excepturi.
Facere quibusdam natus ullam saepe optio. Veniam quod eligendi iure consequatur repellendus perspiciatis.",기타,2024-09-12 07:17:48.941701,984,7,False
258,Voluptas tenetur cum provident nobis architecto quibusdam autem id sunt.?,"Tenetur maxime suscipit sed in ex. Rem error eaque dolore repellat provident repellendus hic.
Repellendus minus consequatur ex ducimus nesciunt. Magni ullam quasi doloremque amet deleniti. Quisquam ullam iure saepe consequatur unde natus animi.
Non dolores similique. Repudiandae esse suscipit eligendi omnis nisi nostrum.
Commodi corporis voluptatum iste nemo nisi. Velit nesciunt quidem nostrum.",기술,2024-08-27 12:43:49.369168,756,82,True
259,Architecto molestias iste animi placeat reiciendis voluptate fugit quae.?,"Laborum accusantium laboriosam. Eaque exercitationem iste molestiae ipsa esse molestias.
Quia minima fugiat veritatis quam. Laborum aperiam repellat veniam amet facere. Amet molestiae animi impedit labore odit reprehenderit possimus.
Alias pariatur est sunt. Maxime enim aspernatur nemo a. Nostrum earum velit. Placeat quidem velit id nam doloremque nesciunt ipsum.
Iste aspernatur consequatur non voluptatem. Tempore voluptatibus tempore quo aspernatur maxime. Consequuntur quos labore eius.",생활,2025-03-12 09:31:18.098916,259,18,False
260,Beatae aliquam saepe molestias ipsa doloribus optio voluptate reiciendis optio.?,"Delectus unde ducimus magnam nisi eos. Quas culpa iusto corrupti est dolorem fugit ipsum.
Quos vero at. Provident itaque doloremque eligendi dicta nihil.
Magni ullam dicta soluta nulla maxime. Nulla assumenda ipsa molestiae id et. Ut dolorum quam consequatur.
Porro consectetur incidunt omnis. Culpa debitis earum odio laudantium voluptatibus. Enim aut quis omnis.
Ut id quaerat ullam eum. Temporibus cum voluptate itaque impedit reprehenderit. Quasi accusamus error vitae.",건강,2025-02-24 07:50:21.663824,474,90,False
261,Quaerat pariatur vitae facere ducimus nam velit repellendus impedit nulla expedita.?,"Perferendis non et nobis quam doloremque rerum. Nemo dolorum ex alias molestias voluptas. Rerum optio asperiores eius aspernatur soluta debitis.
Nostrum dicta beatae possimus. Nihil culpa harum sit repudiandae nesciunt.
Id est quam eligendi. Sit laudantium vero perferendis exercitationem.
Quasi autem aspernatur quaerat expedita voluptatibus.
Inventore commodi ullam vitae. Modi magnam doloribus laborum corrupti eligendi.",생활,2024-12-09 03:02:51.942752,28,57,True
262,Quibusdam repellat laborum numquam quaerat a nostrum quos necessitatibus.?,"Officiis maiores ex neque officiis. Odit aliquid ipsum iusto qui atque. Sequi alias fugiat iure quaerat.
Iste tempore odio iure. Illum quas consequuntur id. Similique iusto ad quia necessitatibus rem laudantium. Ad neque delectus vel harum aut.
Numquam nam dolorum nam fugit. Veniam vitae iste suscipit laborum velit suscipit ex.
Placeat eligendi pariatur perferendis culpa nostrum. Maxime voluptas ut inventore fugit ea.",생활,2025-04-26 14:41:51.994637,897,24,False
263,Assumenda sint minima a deleniti ratione debitis in dolorem numquam.?,"Voluptates modi doloribus quod commodi distinctio. Alias repudiandae fugit nulla beatae veniam. Numquam quidem nesciunt corporis corrupti.
Animi debitis aut aut blanditiis. Porro animi iste quis soluta deleniti adipisci corporis. Laboriosam earum pariatur eaque.
Nemo possimus aut recusandae beatae deleniti enim. Saepe dignissimos culpa omnis. Numquam dolores dignissimos praesentium ipsa.
Alias voluptatum dolorum inventore laudantium reprehenderit vero.",건강,2025-01-25 16:35:12.894861,756,91,False
264,Molestiae necessitatibus eaque animi labore.?,"Velit labore perspiciatis perspiciatis dolorum sit. Animi sed illo soluta. Impedit debitis distinctio dignissimos libero. Nesciunt doloribus officia est.
Quos harum optio. Nesciunt repellendus repellendus hic ducimus porro.
Iste blanditiis ratione modi recusandae. Voluptatem facere cum dignissimos.
Et adipisci officia totam ipsam. Qui sint ipsum a iste atque corrupti.
Harum magnam iusto eum dolor possimus mollitia. Voluptate reprehenderit dolorum maxime. Tempore velit assumenda non.",건강,2025-02-24 07:32:05.177914,209,3,False
265,Officiis quasi neque inventore necessitatibus distinctio temporibus nesciunt.?,"Omnis nulla qui corporis nisi vitae. Cumque officiis vel.
Tenetur aliquam vitae. Alias dolor ducimus quaerat perferendis.
Dolor accusamus sed natus necessitatibus natus.
Reprehenderit consequuntur ea nisi similique laboriosam suscipit. Repellat id repellendus voluptates voluptatem eaque.
Incidunt officia repellendus necessitatibus. Maiores ex dolorum eos odio. Quisquam sapiente vel dolore at mollitia.
Quas inventore est ab ratione. A sapiente repudiandae consectetur accusantium esse omnis.",건강,2024-10-19 02:25:56.615390,423,35,True
266,Quidem voluptatem fuga vel temporibus.?,"Quaerat corrupti magnam. Rem dignissimos velit recusandae optio. Sit quasi modi consequatur consequatur.
Eveniet veniam non esse error. Ipsam neque dolorum.
Sequi fugit debitis aliquid porro voluptates delectus. Accusantium quia nesciunt voluptatibus cum expedita soluta repellat.
Magnam doloremque laborum quo. Sit cumque ad ducimus voluptatum inventore autem laborum. Dignissimos officia nulla dolorem amet minus.",기타,2024-07-13 08:17:45.742096,183,19,False
267,Laboriosam itaque accusantium nisi dolorem cupiditate ipsa praesentium.?,"Aspernatur explicabo culpa voluptas suscipit. Distinctio hic occaecati unde. Reprehenderit alias sapiente facilis alias.
Nobis excepturi alias provident sunt. Tempore fuga quae quidem nostrum veritatis excepturi.
Itaque numquam libero voluptatum.
Rem fugit numquam adipisci omnis. Tenetur quidem dolore repudiandae a.
Numquam nihil et. Iusto qui laborum et quibusdam. Iure veniam omnis. Accusantium perspiciatis saepe repellat dignissimos dignissimos.",학습,2024-11-28 03:06:26.388899,640,20,True
