price_id,livestock_mkt,record_date,product_type,grade,part,price_per_kg,supply_volume,demand_level,season,disease_outbreak,currency_rate,predicted_price,accuracy_score,notes,channel
534,7,2024-03-11,돼지고기,특등급,등심,18730,4368,낮음,여름,False,1250.31,34672,0.901,Illo nostrum quisquam. Odit adipisci minima. Repellat cumque eos possimus ullam modi deleniti itaque.,모바일
535,24,2024-11-17,닭고기,특등급,안심,14568,846,보통,여름,False,1224.63,17595,0.901,Veniam expedita laboriosam officia earum ea dolores. Soluta esse reprehenderit.,모바일
536,25,2024-06-15,소고기,1등급,목살,12868,3766,보통,겨울,False,1310.54,8785,0.85,Ab aut dolor distinctio ea. Tenetur temporibus cum sapiente. Praesentium et quasi.,온라인
537,3,2025-02-25,양고기,3등급,삼겹살,34004,3344,보통,겨울,False,1124.73,29011,0.865,"Ex nostrum sint. Quod tenetur natus laborum optio. Labore mollitia nesciunt. Porro nemo earum delectus.
Ducimus officiis voluptatum quod ad.",모바일
538,21,2024-05-12,닭고기,등외급,앞다리,33384,1536,낮음,여름,False,1260.97,12020,0.87,Consequatur exercitationem cupiditate eveniet nemo omnis labore. Quasi consequatur blanditiis iure numquam.,오프라인
539,27,2024-08-23,오리고기,3등급,목살,30446,3668,낮음,여름,False,1284.81,25928,0.88,"Vitae error maiores dolorum saepe. Ipsa incidunt quis quia nam.
Asperiores recusandae quia pariatur provident soluta. Maxime iste enim veniam.",모바일
540,13,2024-04-12,양고기,1등급,등심,15659,419,높음,여름,False,1183.24,31278,0.864,Tempora sequi eos totam doloremque dolorum porro. Consequuntur veritatis tempore fugiat mollitia et.,오프라인
541,5,2024-04-18,양고기,특등급,갈비,9917,2159,높음,봄,False,1192.97,33649,0.949,Vel pariatur impedit veritatis aliquam incidunt. Facere occaecati suscipit minima perspiciatis ex. Vel libero saepe ut vero aspernatur sapiente.,모바일
542,46,2024-03-31,오리고기,3등급,등심,28859,158,낮음,여름,False,1253.39,28147,0.765,Quisquam rem laborum delectus qui sit quia. Rerum alias repellendus optio id. Consequuntur nobis ipsam perspiciatis ipsa.,오프라인
543,34,2023-07-24,닭고기,1등급,안심,30635,385,낮음,가을,False,1160.96,26348,0.805,Distinctio eius enim. Et vitae quos nostrum magni.,온라인
544,13,2024-04-30,돼지고기,2등급,등심,16868,4224,낮음,여름,False,1342.42,18860,0.797,Quaerat distinctio velit. Neque aut eveniet nobis. Voluptates asperiores ipsam sit.,모바일
545,32,2023-07-11,양고기,2등급,안심,8805,2535,보통,겨울,False,1260.92,25099,0.709,"Inventore sapiente fuga reprehenderit distinctio.
Est fugit explicabo fuga. Voluptatem aut debitis. Unde enim ea explicabo ipsa cumque beatae.",모바일
546,19,2024-10-28,양고기,특등급,삼겹살,27803,1389,보통,여름,False,1217.22,16038,0.877,Sint ex id sapiente molestiae nam accusantium. Amet inventore eius aperiam culpa.,온라인
547,34,2025-03-14,닭고기,등외급,목살,21400,4381,높음,여름,False,1290.29,26997,0.843,Quaerat voluptates quibusdam quis sequi. Quisquam libero vero facilis. Reprehenderit blanditiis aperiam harum.,모바일
548,3,2024-12-08,돼지고기,등외급,앞다리,32721,397,보통,겨울,False,1350.36,25702,0.747,Atque eveniet quidem perspiciatis. Pariatur tempore natus ipsum pariatur ipsa ad. Delectus asperiores corrupti architecto totam deleniti.,온라인
549,29,2023-09-30,소고기,등외급,뒷다리,8745,3956,높음,봄,False,1304.32,14597,0.882,"Illo pariatur debitis placeat voluptates sint ipsam a.
Possimus sit ipsam dolores. Vero a laborum.",모바일
550,34,2024-03-06,돼지고기,등외급,안심,30200,2230,높음,겨울,False,1119.83,18421,0.756,"Praesentium quae nihil eaque.
Iste dicta quas veniam debitis.
Molestiae itaque animi.",오프라인
551,44,2023-07-04,닭고기,3등급,등심,34600,1650,보통,봄,False,1309.6,29251,0.834,Dolore nesciunt sequi deserunt tenetur quia saepe. Fuga maxime quisquam. Architecto sint fuga vero. Sunt iusto explicabo.,온라인
552,33,2025-02-05,돼지고기,1등급,삼겹살,29683,1131,높음,여름,False,1318.99,10256,0.896,Facilis suscipit quas at. Quos distinctio cupiditate quam adipisci ut. Beatae amet id.,온라인
553,1,2023-07-14,돼지고기,특등급,등심,21595,3675,높음,가을,False,1353.94,14143,0.927,Expedita at ipsa quas. Vel necessitatibus saepe saepe commodi distinctio magni. Praesentium voluptatem autem maxime modi aliquam natus.,온라인
554,31,2023-06-24,소고기,1등급,안심,20660,1267,낮음,봄,False,1117.37,27332,0.868,"Voluptas voluptate asperiores. Eveniet et occaecati.
Unde corporis est.
Sequi cum ex molestiae unde placeat.",모바일
555,18,2024-04-24,소고기,3등급,앞다리,9686,3343,보통,봄,False,1125.86,25745,0.827,Veniam omnis ullam minima. Officiis dolor assumenda molestiae ex sapiente. Id necessitatibus incidunt quam occaecati facere illum velit.,온라인
556,36,2023-11-20,닭고기,1등급,뒷다리,33401,3897,낮음,겨울,False,1230.35,11844,0.911,Minus culpa assumenda voluptatibus. Corporis id sint iure accusamus labore.,오프라인
557,29,2025-01-09,오리고기,3등급,등심,11760,1034,낮음,가을,False,1236.01,31988,0.91,Et vel perferendis dolorem corrupti non quam. Accusamus non illo vel voluptatem voluptates nemo. Optio accusamus ut quisquam at vitae commodi.,오프라인
558,49,2024-06-26,양고기,3등급,갈비,21554,1243,보통,가을,False,1282.65,30566,0.919,Incidunt natus omnis eaque eum ut vel. Consequatur corporis saepe voluptatem atque.,모바일
559,41,2025-04-23,돼지고기,특등급,뒷다리,28266,2029,보통,봄,False,1192.79,19346,0.745,"Nostrum ab consequatur.
Itaque voluptas officia minus provident tenetur quam. Esse laudantium officiis impedit ut.",오프라인
560,11,2023-08-11,오리고기,1등급,등심,26531,4566,높음,봄,False,1322.51,10615,0.724,Ipsa impedit quibusdam accusantium unde possimus.,모바일
561,18,2025-05-04,양고기,등외급,등심,12735,820,높음,겨울,False,1322.2,25260,0.732,Eos odio nesciunt aperiam repellendus minus. Numquam blanditiis tempora perferendis sed odit.,온라인
562,32,2025-02-22,오리고기,3등급,앞다리,18186,287,보통,겨울,False,1135.83,8196,0.765,"Fugit sit nesciunt accusantium quis voluptatibus. Error id praesentium quod nam.
Assumenda provident praesentium nemo dolorem maiores numquam quia.",모바일
563,47,2023-12-26,소고기,2등급,뒷다리,15202,118,높음,가을,False,1312.37,23359,0.902,Occaecati consequuntur consequuntur quos. Cumque dignissimos quibusdam error quaerat dolorem saepe natus.,모바일
564,29,2025-01-15,돼지고기,1등급,뒷다리,21128,3956,보통,가을,False,1310.45,12070,0.891,Dolorum a ipsam explicabo veritatis provident incidunt.,모바일
565,14,2023-12-31,양고기,2등급,안심,22641,3239,높음,가을,False,1149.15,14433,0.746,Ad totam qui quam voluptatem laudantium. Eaque doloribus vero neque. Eum rem ipsam facere.,오프라인
566,46,2024-02-01,양고기,3등급,삼겹살,31743,2094,보통,겨울,False,1385.9,30189,0.87,Fugiat enim molestiae expedita quam rem. Harum dolorem minima aliquam. Ut minus aut fuga corporis minima. Dignissimos quidem debitis omnis quod quis.,모바일
567,41,2025-02-19,닭고기,2등급,삼겹살,11695,100,높음,가을,False,1256.9,21756,0.784,Doloribus natus minus. Reprehenderit animi sit aspernatur officiis. Nostrum animi aperiam quo.,오프라인
568,20,2024-12-25,닭고기,1등급,뒷다리,19795,3446,높음,여름,False,1334.9,18751,0.722,"Rem vero totam labore. Fugiat et illo vel voluptas fuga nemo. Suscipit dolores atque.
Eaque architecto amet beatae. Nesciunt cumque fugit.",온라인
569,48,2023-06-03,오리고기,특등급,갈비,17764,2716,보통,봄,False,1316.23,25983,0.789,"Illo unde rerum ducimus.
Itaque velit itaque nostrum expedita sit voluptas. Nihil blanditiis commodi quia assumenda.",모바일
570,3,2024-01-22,오리고기,특등급,삼겹살,13846,2490,보통,봄,False,1150.09,17883,0.886,Voluptatibus ullam aperiam a labore impedit doloremque molestiae. Architecto unde nesciunt.,온라인
571,10,2024-10-29,오리고기,등외급,등심,9331,4771,보통,봄,False,1138.08,21460,0.777,"Suscipit a sed id tempore quasi. Ducimus repellendus ipsum nemo.
Modi cum minus.",모바일
572,1,2024-05-12,돼지고기,특등급,앞다리,25566,571,낮음,가을,False,1334.34,32558,0.897,Deserunt perspiciatis autem cum amet. Aliquid nemo repudiandae blanditiis veritatis delectus voluptatem. Illum in eligendi.,온라인
573,25,2024-04-04,닭고기,3등급,앞다리,10533,4910,보통,여름,False,1180.63,32470,0.783,Corrupti officiis a deleniti. Molestiae magnam vel quaerat voluptates in aliquam repudiandae. Deserunt ea eaque repellendus aspernatur autem.,온라인
574,46,2024-04-28,양고기,등외급,안심,8894,2408,보통,여름,True,1365.92,31517,0.765,Est debitis libero consequuntur illum magni beatae. Excepturi iure consectetur architecto. Doloremque mollitia reiciendis reiciendis molestiae.,오프라인
575,34,2024-04-07,돼지고기,1등급,삼겹살,30220,3855,보통,겨울,False,1331.43,23415,0.774,Doloremque occaecati officia earum omnis. Harum eligendi nisi repudiandae voluptatum sit.,오프라인
576,41,2023-08-15,오리고기,2등급,앞다리,23908,493,보통,봄,False,1108.81,31748,0.913,Laboriosam enim eveniet aperiam. Quaerat laudantium accusamus cum.,오프라인
577,17,2023-12-16,오리고기,특등급,갈비,25190,2252,보통,겨울,False,1342.13,32566,0.818,Tempora pariatur vitae in. Ab repellendus provident magnam. Facere illum sapiente dolorum molestias.,오프라인
578,24,2024-03-06,양고기,3등급,목살,25898,388,보통,겨울,False,1181.59,29812,0.917,Impedit numquam magni voluptas quisquam. Pariatur ipsam explicabo iusto quaerat dignissimos numquam. Delectus placeat quo.,온라인
579,23,2024-03-13,닭고기,2등급,안심,29495,4555,낮음,가을,False,1119.16,9530,0.846,Pariatur et accusantium nemo accusamus aperiam aperiam rerum. Ipsam suscipit laborum quam tempora nostrum. Laborum tenetur facere mollitia.,오프라인
580,7,2024-01-01,닭고기,등외급,갈비,19430,3210,보통,여름,False,1313.7,31299,0.936,"Maiores dolores atque earum minus eum doloremque. Hic dolores nisi est ad.
Quibusdam delectus nemo sit. Atque nesciunt facere sequi autem quia.",온라인
581,11,2024-02-02,돼지고기,1등급,갈비,18702,716,낮음,겨울,False,1273.0,8027,0.718,Aliquid necessitatibus rerum ut iste accusantium sequi. Et fugiat magnam magnam est autem facilis eos.,온라인
582,43,2023-12-17,닭고기,특등급,갈비,14562,3898,낮음,봄,False,1123.12,31224,0.922,Nulla laboriosam vel nostrum quas. Dicta ratione recusandae. Perferendis repellat illum amet laborum corporis magni.,모바일
583,9,2023-07-06,양고기,2등급,삼겹살,33090,107,높음,봄,False,1236.56,19960,0.825,"Minus error sapiente natus ipsam neque.
Perspiciatis sint pariatur dolorem aperiam vel nostrum. Atque corrupti voluptatum odio.",온라인
584,32,2023-09-28,닭고기,1등급,뒷다리,28979,331,보통,봄,False,1208.04,28120,0.917,Officiis cupiditate eum harum. Explicabo mollitia dolores. Accusantium aspernatur alias velit reprehenderit consectetur ea.,온라인
585,19,2024-08-05,닭고기,2등급,뒷다리,30609,3485,높음,겨울,False,1249.88,25478,0.795,Esse consequuntur accusamus libero fuga occaecati recusandae. Reprehenderit voluptatum blanditiis hic. Voluptates quasi facilis quos.,오프라인
586,1,2024-12-05,닭고기,3등급,뒷다리,31892,2362,보통,겨울,False,1270.07,8471,0.775,Recusandae nisi minus debitis placeat consequatur debitis. Tempora esse aut delectus sunt inventore dolorum.,오프라인
587,45,2023-06-20,닭고기,2등급,안심,25532,2831,높음,가을,False,1210.31,14450,0.714,"Odio quae laudantium atque reprehenderit. Fuga fugit libero magnam quaerat repellat.
Voluptatibus quo quisquam vero necessitatibus tempore vero.",오프라인
588,22,2024-02-17,소고기,2등급,뒷다리,23452,4905,낮음,가을,False,1176.53,13470,0.914,Nostrum minus esse nulla. Est distinctio similique nulla a saepe reprehenderit.,온라인
589,2,2023-06-09,닭고기,2등급,안심,12897,2501,낮음,가을,False,1130.87,9559,0.734,Sunt sunt consequuntur totam. Quae possimus porro unde modi.,오프라인
590,34,2024-10-18,닭고기,2등급,삼겹살,19295,1386,낮음,여름,False,1272.17,33812,0.75,Dolorem minus optio sapiente. Molestias tempore reprehenderit. Corrupti impedit rem facere quasi voluptate ducimus.,모바일
591,5,2023-10-02,닭고기,2등급,안심,33367,3150,높음,여름,False,1316.83,27680,0.802,Sunt fugiat omnis dolorem. Possimus amet possimus enim accusantium.,오프라인
592,7,2024-11-27,오리고기,1등급,갈비,21802,2825,낮음,겨울,False,1168.52,15463,0.842,"Maiores saepe totam eum tempore corrupti amet. Officiis natus saepe eveniet voluptate odit reiciendis.
Molestiae recusandae nobis repudiandae hic.",오프라인
593,1,2024-10-10,소고기,특등급,등심,15909,1154,높음,겨울,False,1252.65,10856,0.927,Quo repellendus facilis ratione repellat natus. Debitis iusto pariatur magnam eaque.,온라인
594,38,2023-08-31,오리고기,특등급,뒷다리,23188,1944,낮음,겨울,False,1113.21,17128,0.814,Et eligendi illum architecto fugit nam voluptas dolores. Corrupti inventore accusamus unde accusamus maiores.,오프라인
595,27,2023-08-05,오리고기,등외급,삼겹살,31245,437,보통,겨울,False,1358.88,33448,0.779,Doloremque odio quam eligendi mollitia sit. Voluptatem earum incidunt eum quae velit ad eos. Praesentium eius veniam a molestiae repellat quam.,오프라인
596,26,2024-04-25,돼지고기,등외급,삼겹살,23272,1227,보통,가을,False,1173.37,28890,0.879,Atque pariatur earum molestiae blanditiis amet at praesentium. Molestiae odit repellendus doloremque nulla odit non.,온라인
597,14,2023-07-29,오리고기,특등급,삼겹살,14592,3120,보통,가을,False,1241.53,19773,0.895,Tenetur eius vero nostrum accusantium. Ipsum dolore eligendi nam vero sint. Itaque tempora ullam facilis nisi.,오프라인
598,41,2023-12-17,돼지고기,특등급,목살,20205,1008,보통,가을,False,1214.89,10569,0.822,Natus sequi deserunt debitis. Laudantium dolore mollitia nisi quod. Facilis cupiditate alias officia.,온라인
599,7,2024-08-02,닭고기,2등급,등심,10535,3764,낮음,여름,False,1145.03,33290,0.858,Aut reiciendis odit aliquam. Commodi mollitia laboriosam minus aperiam reiciendis. Voluptatibus incidunt cumque dicta.,모바일
600,21,2024-04-01,닭고기,1등급,갈비,19509,2324,높음,봄,False,1379.35,21271,0.744,Alias sunt rerum quis molestiae dolore excepturi. Odit accusamus sequi at.,온라인
